"INSTNM","YEAR","LOCALE2","STABBR","ACCREDAGENCY","REGION","CONTROL","LOCALE","MAIN","ADM_RATE","UGDS","COSTT4_A","HBCU","MN_EARN_WNE_P10","MD_EARN_WNE_P10","MN_EARN_WNE_MALE0_P10","MN_EARN_WNE_MALE1_P10","MN_EARN_WNE_P6","MD_EARN_WNE_P6","MN_EARN_WNE_MALE0_P6","MN_EARN_WNE_MALE1_P6","DEBT_MDN_SUPP","GRAD_DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","TUITIONFEE_OUT","TUITIONFEE_IN"
"University of Maine at Augusta",2025,"03 Town","ME","New England Commission on Higher Education",1,"Public","32","Main","NA","2759","18813","0","30600","40342","28600","36200","26000","36467","25500","27300","13215","22734","0.4045174538","0.3276595745","0.5075949367","0.6547619048","0.2329","0.1724","0.6439","21548","8618"
"University of Maine at Farmington",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Public","43","Main","0.9763","1131","24103","0","37500","44433","33700","45300","27700","31513","26800","29200","16722","24499","0.6534823732","0.5488505747","0.6751054852","0.7302052786","0.5304","0.5835","0.7442","23079","10989"
"University of Maine at Fort Kent",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Public","43","Main","0.9907","638","18532","0","37700","51077","33100","43700","36000","61217","35100","37300","12778","20160","0.6385542169","0.5714285714","0.6484848485","0.756097561","0.3802","0.4247","0.6174","14325","9045"
"University of Maine",2025,"02 Suburb","ME","New England Commission on Higher Education",1,"Public","23","Main","0.9571","8341","26418","0","48300","48653","42100","54400","37400","43124","32600","41700","16750","25000","0.7203204661","0.6207529844","0.7378205128","0.7755102041","0.5586","0.5761","0.7596","35346","12606"
"Maine Maritime Academy",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Public","42","Main","0.614","888","30166","0","107200","89964","57400","114900","82000","93944","56100","87500","26812","27000","0.878440367","0.8376068376","0.8943661972","0.8926553672","0.6378","0.73","0.8393","30226","14746"
"University of Maine at Presque Isle",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Public","41","Main","0.9709","1362","18663","0","35300","40956","30900","41100","27600","33793","25800","30200","8275","16000","0.5309278351","0.4163568773","0.5915492958","0.71","0.3344","0.3798","0.6435","14270","8990"
"University of New England",2025,"02 Suburb","ME","New England Commission on Higher Education",1,"Private nonprofit","22","Main","0.8884","2189","60706","0","51000","55921","49200","58200","41200","48957","41600","40200","20000","25250","0.7333867094","0.6488549618","0.7385321101","0.7695099819","0.6007","0.6492","0.7258","42550","42550"
"Northern Maine Community College",2025,"03 Town","ME","New England Commission on Higher Education",1,"Public","33","Main","NA","577","15581","0","33600","43348","27600","38500","27600","34802","24300","30300","8225","10825","0.4444444444","0.3492063492","0.5759493671","0.675","NA","NA","NA","6760","3880"
"Empire Beauty School-Maine",2025,"01 City","ME","National Accrediting Commission of Career Arts and Sciences",1,"Private for-profit","13","Main","NA","118","not_reported","0","20200","23925","PS","PS","16800","19338","PS","PS","7667","13000","0.2771362587","0.24328594","0.3597883598","0.4090909091","NA","NA","NA","NA","NA"
"Maine College of Art & Design",2025,"01 City","ME","New England Commission on Higher Education",1,"Private nonprofit","13","Main","0.7755","415","57027","0","32800","40778","31000","35400","24000","24333","24900","22400","19000","27000","0.662037037","0.6463414634","0.5689655172","0.75","0.4853","0.4825","0.7488","41398","41398"
"Saint Joseph's College of Maine",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Private nonprofit","41","Main","0.8172","930","58452","0","47000","59045","44200","51300","42500","52884","42700","42100","19576","27000","0.7333333333","0.619047619","0.7069486405","0.8375796178","0.6907","0.6369","0.7876","42834","42834"
"Spa Tech Institute-Westbrook",2025,"02 Suburb","ME","National Accrediting Commission of Career Arts and Sciences",1,"Private for-profit","22","Main","NA","261","not_reported","0","27800","27803","PS","PS","24000","24126","23300","30400","6333","6333","0.5512820513","0.4921465969","0.6158940397","0.6923076923","NA","NA","NA","NA","NA"
"Southern Maine Community College",2025,"01 City","ME","New England Commission on Higher Education",1,"Public","13","Main","NA","5279","16400","0","36500","41661","32800","39900","29900","36780","27800","31600","6046","10331","0.4796344648","0.3790446841","0.5570850202","0.6342592593","NA","NA","NA","6677","3797"
"University of Southern Maine",2025,"01 City","ME","New England Commission on Higher Education",1,"Public","13","Main","0.7931","4245","21381","0","44400","49958","41100","49400","35600","47107","34200","37600","12887","19060","0.6503608661","0.59888966","0.6648648649","0.7054726368","0.442","0.3985","0.7113","27104","10920"
"Thomas College",2025,"03 Town","ME","New England Commission on Higher Education",1,"Private nonprofit","33","Main","0.9707","688","43757","0","43400","44991","36100","49400","31700","40495","30100","33000","20000","24250","0.6468253968","0.5357142857","0.7127071823","0.7244094488","0.5061","0.5284","0.7818","30896","30896"
"Unity Environmental University",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Private nonprofit","42","Main","0.818","5619","20915","0","37400","37852","30700","40500","27800","31698","24200","31100","4752","25000","0.6819484241","0.5268817204","0.6956521739","0.7881355932","0.5464","0.5065","0.4103","12640","12640"
"Washington County Community College",2025,"04 Rural","ME","New England Commission on Higher Education",1,"Public","43","Main","NA","397","13240","0","31600","34407","22800","36200","25400","NA","19800","29700","5500","PS","0.4146341463","0.3051948052","PS","PS","NA","NA","NA","6567","3687"
"Allegany College of Maryland",2025,"03 Town","MD","Middle States Commission on Higher Education",2,"Public","33","Main","NA","1743","16082","0","33200","38476","31400","37200","28300","33534","28000","29000","8250","13702","0.4488636364","0.3267195767","0.5376884422","0.619047619","NA","NA","NA","12050","4730"
"Anne Arundel Community College",2025,"02 Suburb","MD","Middle States Commission on Higher Education",2,"Public","21","Main","NA","8570","20548","0","42200","46219","39800","47200","34300","38890","33000","36600","6250","8250","0.4038054968","0.304815864","0.4676742233","0.5229468599","NA","NA","NA","11330","4178"
"Award Beauty School",2025,"01 City","MD","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","13","Main","NA","132","not_reported","0","19800","18172","PS","PS","16600","16898","PS","PS","7500","13000","0.18230563","0.1635220126","PS","PS","NA","NA","NA","NA","NA"
"Baltimore Studio of Hair Design",2025,"01 City","MD","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","11","Main","NA","39","not_reported","0","21300","20080","PS","PS","19200","17672","PS","PS","5500","PS","0.0833333333","0.0769230769","PS","PS","NA","NA","NA","NA","NA"
"Baltimore City Community College",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Public","11","Main","NA","3234","15745","0","32500","36025","30900","36300","24900","27972","24400","26100","PS","PS","NA","NA","NA","NA","NA","NA","NA","7394","3314"
"University of Baltimore",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Public","11","Main","0.8555","1276","27477","0","63400","61335","59100","70800","45100","48197","42300","49100","18972","23250","0.4312227074","0.3788037775","0.4486133768","0.5789473684","0.3918","0.3994","0.6163","23490","9772"
"Bowie State University",2025,"02 Suburb","MD","Middle States Commission on Higher Education",2,"Public","21","Main","0.8354","5207","24302","1","48700","54537","46400","52700","34200","43877","34100","34200","12861","22985","0.306122449","0.2854006586","0.3065442021","0.3385964912","0.3911","0.4527","0.7104","19889","8999"
"Capitol Technology University",2025,"02 Suburb","MD","Middle States Commission on Higher Education",2,"Private nonprofit","21","Main","0.7794","259","40900","0","68100","85035","PS","PS","53000","76545","PS","PS","12000","20264","0.6787878788","0.5396825397","PS","PS","0.5195","0.5074","0.7284","27318","27318"
"Cecil College",2025,"04 Rural","MD","Middle States Commission on Higher Education",2,"Public","41","Main","NA","1369","15109","0","36700","43952","32500","47300","29600","39837","28600","31600","8250","9536","0.4205020921","0.3021978022","0.4561403509","0.544","NA","NA","NA","9960","5370"
"College of Southern Maryland",2025,"04 Rural","MD","Middle States Commission on Higher Education",2,"Public","41","Main","NA","4422","13570","0","40600","44435","38400","47000","31200","37269","30400","33000","5500","8500","0.4188741722","0.2952853598","0.45","0.5010309278","NA","NA","NA","9450","4200"
"Chesapeake College",2025,"04 Rural","MD","Middle States Commission on Higher Education",2,"Public","42","Main","NA","1275","10090","0","31200","36301","30400","33500","26700","35022","25900","29000","PS","PS","NA","NA","NA","NA","NA","NA","NA","8504","4010"
"Washington Adventist University",2025,"02 Suburb","MD","Middle States Commission on Higher Education",2,"Private nonprofit","21","Main","0.4536","522","34570","0","46300","64249","47500","43800","46700","40114","45900","48500","22750","30500","0.439688716","0.4192708333","0.4309623431","0.5067567568","0.4426","0.42","0.8396","25200","25200"
"Coppin State University",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Public","11","Main","0.4956","1756","20152","1","41800","46490","40800","44500","31700","42243","31600","32000","15606","25000","0.2610695802","0.2366412214","0.2933070866","0.3114754098","0.2467","0.3104","0.6945","13789","7001"
"Del-Mar-Va Beauty Academy",2025,"01 City","MD","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","13","Main","NA","43","not_reported","0","22600","25426","PS","PS","16700","18809","PS","PS","9833","16500","0.2038834951","PS","PS","PS","NA","NA","NA","NA","NA"
"North American Trade Schools",2025,"02 Suburb","MD","Accrediting Commission of Career Schools and Colleges",2,"Private for-profit","21","Main","NA","529","not_reported","0","37700","39756","PS","PS","28100","43206","27500","28100","3668","7338","0.2697495183","0.2173913043","0.4294478528","0.6382978723","NA","NA","NA","NA","NA"
"Frederick Community College",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Public","13","Main","NA","4116","8886","0","42100","46449","38700","47900","31200","38093","30300","32600","5500","8150","0.4804063861","0.3891213389","0.4976525822","0.5569620253","NA","NA","NA","9844","3772"
"Frostburg State University",2025,"03 Town","MD","Middle States Commission on Higher Education",2,"Public","33","Main","0.8944","2849","26500","0","47200","55493","42600","51200","33800","43638","31400","36000","14867","21105","0.578581363","0.4262295082","0.5893854749","0.66367713","0.5066","0.5154","0.6945","25180","9998"
"Garrett College",2025,"04 Rural","MD","Middle States Commission on Higher Education",2,"Public","42","Main","NA","424","11688","0","31600","35823","29900","33500","26000","28920","22500","28500","6560","10750","0.3333333333","0.2470588235","0.4149659864","0.5","NA","NA","NA","11368","4060"
"Goucher College",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Private nonprofit","13","Main","0.729","948","68893","0","55100","53023","51200","62400","31800","40563","31100","33500","17882","26000","0.7322097378","0.5428571429","0.6862745098","0.8297101449","0.5914","0.6286","0.7688","51250","51250"
"Hagerstown Community College",2025,"02 Suburb","MD","Middle States Commission on Higher Education",2,"Public","22","Main","NA","2783","11798","0","37000","41615","34000","42500","29700","35634","27200","33500","6500","11000","0.4120458891","0.3252385082","0.4936507937","0.569579288","NA","NA","NA","8190","4320"
"Harford Community College",2025,"04 Rural","MD","Middle States Commission on Higher Education",2,"Public","41","Main","NA","3628","14290","0","36500","44608","34100","42000","30000","36741","28100","33900","7241","9812","0.4610281924","0.3524590164","0.4938271605","0.5685279188","NA","NA","NA","8630","3974"
"Hood College",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Private nonprofit","13","Main","0.7813","1202","59174","0","49400","57089","45800","60000","37500","48415","36300","39700","18185","25000","0.7011331445","0.6384976526","0.7025641026","0.744966443","0.5802","0.6323","0.765","45870","45870"
"Howard Community College",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Public","12","Main","NA","6779","15645","0","44000","49020","41200","48400","34100","39195","33800","34500","8250","10500","0.3589420655","0.2750677507","0.3842975207","0.4945355191","NA","NA","NA","8976","4080"
"Aveda Institute-Maryland",2025,"02 Suburb","MD","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","22","Main","NA","84","not_reported","0","27000","21250","PS","PS","19700","24894","PS","PS","6333","6333","0.3647058824","0.2931034483","PS","PS","NA","NA","NA","NA","NA"
"Johns Hopkins University",2025,"01 City","MD","Middle States Commission on Higher Education",2,"Private nonprofit","11","Main","0.0756","5617","81300","0","89300","87555","83500","97100","68000","86306","62800","74700","9000","10250","0.822309417","0.7843601896","0.7983014862","0.8529741863","0.9435","0.9486","0.974","63340","63340"
"Lincoln College of Technology-Columbia",2025,"01 City","MD","Accrediting Commission of Career Schools and Colleges",2,"Private for-profit","12","Other","NA","1075","not_reported","0","43500","38683","41200","45200","31900","36485","31900","31900","9500","11250","0.3663503819","0.2707078313","0.4555066079","0.6547169811","NA","NA","NA","NA","NA"
